"roster_id","original_object_name","original_mesh_name","proposed_clean_asset_name","category","dimensions_m","vertex_count","triangle_count","materials","duplicate_status","reusable_status","recommended_action","approval_status","exported_filename","notes","bbox_min_m","bbox_max_m","bbox_center_m","mesh_users","source_transform_location","source_transform_rotation_euler","source_transform_scale"
"AP-0058","overpass_middle013_garages_MELBOURNE_0","overpass_middle013_garages_MELBOURNE_0","Pit_Overpass_02","pit","(21.6731, 36.1785, 9.4488)","6079","3440","['garages_MELBOURNE']","unique","review","review","not_started","","","(22.9352, -91.9171, -1.1908)","(44.6083, -55.7386, 8.2579)","(33.7718, -73.8279, 3.5336)","1","(-3e-05, -0.0, 9e-05)","(0.0, 0.0, 0.0)","(1.0, 1.0, 1.0)"
"AP-0059","overpass_middle016_garages_MELBOURNE_0","overpass_middle016_garages_MELBOURNE_0","Pit_Overpass_03","pit","(30.6821, 29.3219, 9.4327)","6105","3440","['garages_MELBOURNE']","unique","review","review","not_started","","","(0.2304, 181.5912, -0.4424)","(30.9125, 210.9131, 8.9902)","(15.5715, 196.2521, 4.2739)","1","(-0.00024, -0.0001, 0.00086)","(0.0, 0.0, 0.0)","(1.0, 1.0, 1.0)"
"AP-0060","overpass_middle023_garages_MELBOURNE_0","overpass_middle023_garages_MELBOURNE_0","Pit_Overpass_04","pit","(36.4992, 25.0811, 9.4128)","5647","3236","['garages_MELBOURNE']","unique","review","review","not_started","","","(225.5423, 193.5448, -0.725)","(262.0415, 218.6259, 8.6878)","(243.7919, 206.0853, 3.9814)","1","(0.00011, 0.00017, 0.00059)","(0.0, 0.0, 0.0)","(1.0, 1.0, 1.0)"
"AP-0061","overpass_middle026_garages_MELBOURNE_0","overpass_middle026_garages_MELBOURNE_0","Pit_Overpass_05","pit","(23.0158, 28.195, 9.43)","5579","3112","['garages_MELBOURNE']","unique","review","review","not_started","","","(312.3015, -35.1263, -0.6232)","(335.3173, -6.9313, 8.8069)","(323.8094, -21.0288, 4.0918)","1","(-0.00055, 0.00026, 0.00055)","(0.0, 0.0, 0.0)","(1.0, 1.0, 1.0)"
"AP-0062","overpass_middle029_garages_MELBOURNE_0","overpass_middle029_garages_MELBOURNE_0","Pit_Overpass_06","pit","(27.1255, 24.3137, 9.4209)","5600","3112","['garages_MELBOURNE']","unique","review","review","not_started","","","(628.2977, -126.873, -0.8382)","(655.4232, -102.5593, 8.5827)","(641.8605, -114.7162, 3.8722)","1","(-0.00024, 0.00052, -0.00074)","(0.0, 0.0, 0.0)","(1.0, 1.0, 1.0)"
"AP-0063","overpass_middle032_garages_MELBOURNE_0","overpass_middle032_garages_MELBOURNE_0","Pit_Overpass_07","pit","(24.2918, 27.1474, 9.4276)","5620","3112","['garages_MELBOURNE']","unique","review","review","not_started","","","(623.0362, -275.65, -1.493)","(647.328, -248.5027, 7.9345)","(635.1821, -262.0764, 3.2207)","1","(0.0014, -0.00036, -0.00065)","(0.0, 0.0, 0.0)","(1.0, 1.0, 1.0)"
"AP-0064","overpass_middle036_garages_MELBOURNE_0","overpass_middle036_garages_MELBOURNE_0","Pit_Overpass_08","pit","(25.6776, 33.6918, 9.4429)","6094","3440","['garages_MELBOURNE']","unique","review","review","not_started","","","(548.9832, -274.013, -1.7113)","(574.6608, -240.3211, 7.7317)","(561.822, -257.1671, 3.0102)","1","(0.00181, 0.00055, 0.00026)","(0.0, 0.0, 0.0)","(1.0, 1.0, 1.0)"
"AP-0065","pitexit_led001_startlights_MELBOURNE_0","pitexit_led001_startlights_MELBOURNE_0","Light_StartRig_A","pit","(0.0212, 0.2103, 0.2146)","3040","1520","['startlights_MELBOURNE']","unique","review","review","not_started","","","(272.6627, -215.8151, -0.282)","(272.6839, -215.6048, -0.0675)","(272.6733, -215.71, -0.1747)","1","(-0.00041, 0.00027, -0.00043)","(0.0, 0.0, 0.0)","(1.0, 1.0, 1.0)"
"AP-0066","pitexit_light001_garages_MELBOURNE_0","pitexit_light001_garages_MELBOURNE_0","Light_PitExit_A","pit","(0.5154, 0.3752, 1.8542)","504","354","['garages_MELBOURNE']","unique","review","review","not_started","","","(272.313, -215.8908, -1.855)","(272.8284, -215.5155, -0.0008)","(272.5707, -215.7032, -0.9279)","1","(0.00053, 0.00014, -0.00164)","(0.0, 0.0, 0.0)","(1.0, 1.0, 1.0)"
"AP-0067","prop_apex_marker001_MELBOURNE_0","prop_apex_marker001_MELBOURNE_0","Sign_ApexMarker_A","sign","(0.4078, 0.409, 0.9423)","234","260","['MELBOURNE']","unique","yes","keep","not_started","Sign_ApexMarker_A.glb","","(-3.7902, 29.5436, -0.8441)","(-3.3824, 29.9526, 0.0982)","(-3.5863, 29.7481, -0.3729)","1","(-1e-05, -4e-05, -0.00013)","(0.0, 0.0, 0.0)","(1.0, 1.0, 1.0)"
"AP-0068","prop_apex_marker002_MELBOURNE_0","prop_apex_marker002_MELBOURNE_0","Sign_ApexMarker_02","sign","(0.4019, 0.4041, 0.9394)","234","260","['MELBOURNE']","probable-duplicate","yes","keep","not_started","Sign_ApexMarker_02.glb","probable-duplicate","(425.7543, -53.7244, -0.7196)","(426.1563, -53.3203, 0.2198)","(425.9553, -53.5224, -0.2499)","1","(-0.00026, 0.00022, 0.00063)","(0.0, 0.0, 0.0)","(1.0, 1.0, 1.0)"
"AP-0069","prop_apex_marker003_MELBOURNE_0","prop_apex_marker003_MELBOURNE_0","Sign_ApexMarker_03","sign","(0.4019, 0.4041, 0.9394)","234","260","['MELBOURNE']","probable-duplicate","yes","keep","not_started","Sign_ApexMarker_03.glb","probable-duplicate","(482.8331, -41.2399, -0.6463)","(483.2351, -40.8357, 0.293)","(483.0341, -41.0378, -0.1766)","1","(-1e-05, 0.00027, 0.00073)","(0.0, 0.0, 0.0)","(1.0, 1.0, 1.0)"
"AP-0070","prop_apex_marker004_MELBOURNE_0","prop_apex_marker004_MELBOURNE_0","Sign_ApexMarker_04","sign","(0.4171, 0.4108, 0.945)","234","260","['MELBOURNE']","unique","yes","keep","not_started","Sign_ApexMarker_04.glb","","(695.3562, -198.2231, -0.9878)","(695.7733, -197.8123, -0.0428)","(695.5648, -198.0177, -0.5153)","1","(0.00038, 0.00015, -0.00063)","(0.0, 0.0, 0.0)","(1.0, 1.0, 1.0)"
"AP-0071","prop_apex_marker005_MELBOURNE_0","prop_apex_marker005_MELBOURNE_0","Sign_ApexMarker_05","sign","(0.4029, 0.4232, 0.9471)","234","260","['MELBOURNE']","unique","yes","keep","not_started","Sign_ApexMarker_05.glb","","(490.6517, -286.4554, -1.7039)","(491.0546, -286.0322, -0.7567)","(490.8531, -286.2438, -1.2303)","1","(-0.0008, 0.00018, 0.0005)","(0.0, 0.0, 0.0)","(1.0, 1.0, 1.0)"
"AP-0072","prop_apex_marker006_MELBOURNE_0","prop_apex_marker006_MELBOURNE_0","Sign_ApexMarker_06","sign","(0.4065, 0.4068, 0.9414)","234","260","['MELBOURNE']","unique","yes","keep","not_started","Sign_ApexMarker_06.glb","","(485.062, -290.5112, -1.635)","(485.4685, -290.1043, -0.6936)","(485.2653, -290.3077, -1.1643)","1","(-0.00127, -0.00045, -9e-05)","(0.0, 0.0, 0.0)","(1.0, 1.0, 1.0)"
"AP-0073","prop_apex_marker007_MELBOURNE_0","prop_apex_marker007_MELBOURNE_0","Sign_ApexMarker_07","sign","(0.4031, 0.4079, 0.9412)","234","260","['MELBOURNE']","unique","yes","keep","not_started","Sign_ApexMarker_07.glb","","(477.7086, -292.4963, -1.6489)","(478.1117, -292.0884, -0.7077)","(477.9102, -292.2923, -1.1783)","1","(0.00283, 0.00011, -0.00071)","(0.0, 0.0, 0.0)","(1.0, 1.0, 1.0)"
"AP-0074","prop_banner_A004_BANNERS_MELBOURNE_0","prop_banner_A004_BANNERS_MELBOURNE_0","Sign_Banner_A_01","sign","(65.491, 17.0327, 7.2983)","3888","1944","['BANNERS_MELBOURNE']","unique","track-specific","review","not_started","","Large footprint suggests merged or track-shaped mesh; review before modular extraction.","(650.9445, -268.9686, -1.4829)","(716.4355, -251.9359, 5.8154)","(683.6899, -260.4523, 2.1663)","1","(0.00252, -7e-05, -0.00595)","(0.0, 0.0, 0.0)","(1.0, 1.0, 1.0)"
"AP-0075","prop_banner_A011_BANNERS_MELBOURNE_0","prop_banner_A011_BANNERS_MELBOURNE_0","Sign_Banner_A_02","sign","(64.5034, 108.1503, 7.8787)","7128","3564","['BANNERS_MELBOURNE']","unique","track-specific","review","not_started","","Large footprint suggests merged or track-shaped mesh; review before modular extraction.","(689.9448, -260.5865, -1.4633)","(754.4482, -152.4363, 6.4154)","(722.1965, -206.5114, 2.4761)","1","(0.00627, -0.0003, 0.00032)","(0.0, 0.0, 0.0)","(1.0, 1.0, 1.0)"
"AP-0076","prop_banner_B003_BANNERS_MELBOURNE_0","prop_banner_B003_BANNERS_MELBOURNE_0","Sign_Banner_B_01","sign","(23.5164, 34.3942, 7.339)","2592","1296","['BANNERS_MELBOURNE']","unique","track-specific","review","not_started","","Large footprint suggests merged or track-shaped mesh; review before modular extraction.","(55.5993, 261.5766, -0.5869)","(79.1157, 295.9708, 6.7521)","(67.3575, 278.7737, 3.0826)","1","(-0.00065, -0.00013, 0.00274)","(0.0, 0.0, 0.0)","(1.0, 1.0, 1.0)"
"AP-0077","prop_banner_B006_BANNERS_MELBOURNE_0","prop_banner_B006_BANNERS_MELBOURNE_0","Sign_Banner_B_02","sign","(34.0324, 39.5457, 7.3511)","3240","1620","['BANNERS_MELBOURNE']","unique","track-specific","review","not_started","","Large footprint suggests merged or track-shaped mesh; review before modular extraction.","(561.4728, -319.5244, -2.048)","(595.5052, -279.9786, 5.303)","(578.489, -299.7515, 1.6275)","1","(0.00082, 0.00021, -0.00361)","(0.0, 0.0, 0.0)","(1.0, 1.0, 1.0)"
"AP-0078","prop_banner_C005_BANNERS_MELBOURNE_0","prop_banner_C005_BANNERS_MELBOURNE_0","Sign_Banner_C_01","sign","(75.6534, 61.0986, 7.4016)","5188","2592","['BANNERS_MELBOURNE']","unique","track-specific","review","not_started","","Large footprint suggests merged or track-shaped mesh; review before modular extraction.","(-10.7915, 1.0888, -1.051)","(64.862, 62.1874, 6.3506)","(27.0353, 31.6381, 2.6498)","1","(0.0, 4e-05, -3e-05)","(0.0, 0.0, 0.0)","(1.0, 1.0, 1.0)"
"AP-0079","prop_banner_D003_BANNERS_MELBOURNE_0","prop_banner_D003_BANNERS_MELBOURNE_0","Sign_Banner_D_01","sign","(56.6927, 22.5121, 7.3111)","3888","1944","['BANNERS_MELBOURNE']","unique","track-specific","review","not_started","","Large footprint suggests merged or track-shaped mesh; review before modular extraction.","(110.7405, -202.446, -1.8181)","(167.4332, -179.9338, 5.493)","(139.0868, -191.1899, 1.8374)","1","(-0.00024, 0.00036, 0.00015)","(0.0, 0.0, 0.0)","(1.0, 1.0, 1.0)"
"AP-0080","prop_banner_high001_BANNERS_MELBOURNE_0","prop_banner_high001_BANNERS_MELBOURNE_0","Sign_Banner_High_A","sign","(10.1954, 9.5852, 14.7972)","404","244","['BANNERS_MELBOURNE']","unique","yes","keep","not_started","Sign_Banner_High_A.glb","","(473.1745, -280.1428, -2.5054)","(483.3699, -270.5576, 12.2918)","(478.2722, -275.3502, 4.8932)","1","(0.00279, 0.00029, -2e-05)","(0.0, 0.0, 0.0)","(1.0, 1.0, 1.0)"
"AP-0081","prop_banner_long_A001_BANNERS_MELBOURNE_0","prop_banner_long_A001_BANNERS_MELBOURNE_0","Sign_Banner_Long_A_01","sign","(6.0909, 10.5422, 1.6247)","24","12","['BANNERS_MELBOURNE']","probable-duplicate","yes","keep","not_started","Sign_Banner_Long_A_01.glb","probable-duplicate","(30.202, -82.2507, 5.5573)","(36.2929, -71.7085, 7.182)","(33.2475, -76.9796, 6.3696)","1","(0.00013, 3e-05, -0.00043)","(0.0, 0.0, 0.0)","(1.0, 1.0, 1.0)"
"AP-0082","prop_banner_long_A002_BANNERS_MELBOURNE_0","prop_banner_long_A002_BANNERS_MELBOURNE_0","Sign_Banner_Long_A_02","sign","(6.0909, 10.5422, 1.6247)","24","12","['BANNERS_MELBOURNE']","probable-duplicate","yes","keep","not_started","Sign_Banner_Long_A_02.glb","probable-duplicate","(28.3071, -81.1766, 5.5598)","(34.3979, -70.6344, 7.1845)","(31.3525, -75.9055, 6.3722)","1","(-0.00023, 2e-05, 0.00044)","(0.0, 0.0, 0.0)","(1.0, 1.0, 1.0)"
"AP-0083","prop_banner_long_A003_BANNERS_MELBOURNE_0","prop_banner_long_A003_BANNERS_MELBOURNE_0","Sign_Banner_Long_A_03","sign","(10.1218, 6.7864, 1.6159)","24","12","['BANNERS_MELBOURNE']","probable-duplicate","yes","keep","not_started","Sign_Banner_Long_A_03.glb","probable-duplicate","(235.0585, 198.9477, 6.0078)","(245.1804, 205.7341, 7.6237)","(240.1194, 202.3409, 6.8157)","1","(0.00073, -0.00028, 0.0009)","(0.0, 0.0, 0.0)","(1.0, 1.0, 1.0)"
"AP-0084","prop_banner_long_A004_BANNERS_MELBOURNE_0","prop_banner_long_A004_BANNERS_MELBOURNE_0","Sign_Banner_Long_A_04","sign","(10.1218, 6.7864, 1.6159)","24","12","['BANNERS_MELBOURNE']","probable-duplicate","yes","keep","not_started","Sign_Banner_Long_A_04.glb","probable-duplicate","(233.8572, 200.7649, 6.012)","(243.979, 207.5513, 7.6279)","(238.9181, 204.1581, 6.82)","1","(0.00138, 4e-05, 0.00014)","(0.0, 0.0, 0.0)","(1.0, 1.0, 1.0)"
"AP-0085","prop_banner_long_A005_BANNERS_MELBOURNE_0","prop_banner_long_A005_BANNERS_MELBOURNE_0","Sign_Banner_Long_A_05","sign","(9.1258, 8.0984, 1.619)","24","12","['BANNERS_MELBOURNE']","probable-duplicate","yes","keep","not_started","Sign_Banner_Long_A_05.glb","probable-duplicate","(637.9695, -119.6427, 5.9655)","(647.0953, -111.5443, 7.5844)","(642.5323, -115.5935, 6.775)","1","(-0.00013, 5e-05, 0.00026)","(0.0, 0.0, 0.0)","(1.0, 1.0, 1.0)"
"AP-0086","prop_banner_long_A006_BANNERS_MELBOURNE_0","prop_banner_long_A006_BANNERS_MELBOURNE_0","Sign_Banner_Long_A_06","sign","(9.1258, 8.0984, 1.619)","24","12","['BANNERS_MELBOURNE']","probable-duplicate","yes","keep","not_started","Sign_Banner_Long_A_06.glb","probable-duplicate","(636.5255, -118.0095, 5.9693)","(645.6512, -109.9112, 7.5883)","(641.0884, -113.9603, 6.7788)","1","(0.00034, 0.00017, -0.00097)","(0.0, 0.0, 0.0)","(1.0, 1.0, 1.0)"
"AP-0087","prop_banner_long_A007_BANNERS_MELBOURNE_0","prop_banner_long_A007_BANNERS_MELBOURNE_0","Sign_Banner_Long_A_07","sign","(7.3057, 9.7638, 1.6229)","24","12","['BANNERS_MELBOURNE']","probable-duplicate","yes","keep","not_started","Sign_Banner_Long_A_07.glb","probable-duplicate","(561.3871, -259.5301, 5.058)","(568.6929, -249.7663, 6.6809)","(565.04, -254.6482, 5.8694)","1","(0.00172, 0.00076, 0.00037)","(0.0, 0.0, 0.0)","(1.0, 1.0, 1.0)"
"AP-0088","prop_banner_long_A008_BANNERS_MELBOURNE_0","prop_banner_long_A008_BANNERS_MELBOURNE_0","Sign_Banner_Long_A_08","sign","(7.3057, 9.7638, 1.6229)","24","12","['BANNERS_MELBOURNE']","probable-duplicate","yes","keep","not_started","Sign_Banner_Long_A_08.glb","probable-duplicate","(559.6378, -258.2334, 5.0611)","(566.9435, -248.4696, 6.6839)","(563.2906, -253.3515, 5.8725)","1","(-0.00333, 0.00032, -0.00038)","(0.0, 0.0, 0.0)","(1.0, 1.0, 1.0)"
"AP-0089","prop_banner_long_B001_BANNERS_MELBOURNE_0","prop_banner_long_B001_BANNERS_MELBOURNE_0","Sign_Banner_Long_B_01","sign","(4.3982, 11.3108, 1.6265)","24","12","['BANNERS_MELBOURNE']","probable-duplicate","yes","keep","not_started","Sign_Banner_Long_B_01.glb","probable-duplicate","(273.1812, -231.9378, 4.8338)","(277.5794, -220.627, 6.4603)","(275.3803, -226.2824, 5.647)","1","(-0.00094, -0.00013, -0.00011)","(0.0, 0.0, 0.0)","(1.0, 1.0, 1.0)"
"AP-0090","prop_banner_long_B002_BANNERS_MELBOURNE_0","prop_banner_long_B002_BANNERS_MELBOURNE_0","Sign_Banner_Long_B_02","sign","(4.3982, 11.3108, 1.6265)","24","12","['BANNERS_MELBOURNE']","probable-duplicate","yes","keep","not_started","Sign_Banner_Long_B_02.glb","probable-duplicate","(269.2704, -230.4723, 4.8372)","(273.6685, -219.1614, 6.4637)","(271.4695, -224.8169, 5.6504)","1","(-0.00179, 0.0002, 0.00019)","(0.0, 0.0, 0.0)","(1.0, 1.0, 1.0)"
"AP-0091","prop_banner_long_B003_BANNERS_MELBOURNE_0","prop_banner_long_B003_BANNERS_MELBOURNE_0","Sign_Banner_Long_B_03","sign","(8.8361, 8.4154, 1.6197)","24","12","['BANNERS_MELBOURNE']","probable-duplicate","yes","keep","not_started","Sign_Banner_Long_B_03.glb","probable-duplicate","(10.3967, 191.243, 6.3291)","(19.2329, 199.6585, 7.9488)","(14.8148, 195.4507, 7.1389)","1","(-0.00058, 0.0001, 7e-05)","(0.0, 0.0, 0.0)","(1.0, 1.0, 1.0)"
"AP-0092","prop_banner_long_B004_BANNERS_MELBOURNE_0","prop_banner_long_B004_BANNERS_MELBOURNE_0","Sign_Banner_Long_B_04","sign","(8.8361, 8.4154, 1.6197)","24","12","['BANNERS_MELBOURNE']","probable-duplicate","yes","keep","not_started","Sign_Banner_Long_B_04.glb","probable-duplicate","(11.8961, 192.8194, 6.3328)","(20.7322, 201.2348, 7.9525)","(16.3142, 197.0271, 7.1426)","1","(0.00052, -4e-05, 0.00059)","(0.0, 0.0, 0.0)","(1.0, 1.0, 1.0)"
"AP-0093","prop_banner_long_B005_BANNERS_MELBOURNE_0","prop_banner_long_B005_BANNERS_MELBOURNE_0","Sign_Banner_Long_B_05","sign","(7.6336, 9.5141, 1.6223)","24","12","['BANNERS_MELBOURNE']","probable-duplicate","yes","keep","not_started","Sign_Banner_Long_B_05.glb","probable-duplicate","(317.5894, -27.0819, 6.1364)","(325.223, -17.5678, 7.7586)","(321.4062, -22.3249, 6.9475)","1","(-0.00053, 0.00021, 0.00041)","(0.0, 0.0, 0.0)","(1.0, 1.0, 1.0)"
"AP-0094","prop_banner_long_B006_BANNERS_MELBOURNE_0","prop_banner_long_B006_BANNERS_MELBOURNE_0","Sign_Banner_Long_B_06","sign","(7.6336, 9.5141, 1.6223)","24","12","['BANNERS_MELBOURNE']","probable-duplicate","yes","keep","not_started","Sign_Banner_Long_B_06.glb","probable-duplicate","(319.2907, -28.4374, 6.1332)","(326.9243, -18.9233, 7.7555)","(323.1075, -23.6803, 6.9443)","1","(0.00161, -3e-05, 0.0007)","(0.0, 0.0, 0.0)","(1.0, 1.0, 1.0)"
"AP-0095","prop_banner_long_B007_BANNERS_MELBOURNE_0","prop_banner_long_B007_BANNERS_MELBOURNE_0","Sign_Banner_Long_B_07","sign","(8.0946, 9.1295, 1.6214)","24","12","['BANNERS_MELBOURNE']","probable-duplicate","yes","keep","not_started","Sign_Banner_Long_B_07.glb","probable-duplicate","(630.4221, -267.4766, 5.3138)","(638.5167, -258.347, 6.9352)","(634.4694, -262.9118, 6.1245)","1","(-0.00058, 0.00017, -0.00149)","(0.0, 0.0, 0.0)","(1.0, 1.0, 1.0)"
"AP-0096","prop_banner_long_B008_BANNERS_MELBOURNE_0","prop_banner_long_B008_BANNERS_MELBOURNE_0","Sign_Banner_Long_B_08","sign","(8.0946, 9.1295, 1.6214)","24","12","['BANNERS_MELBOURNE']","probable-duplicate","yes","keep","not_started","Sign_Banner_Long_B_08.glb","probable-duplicate","(632.0519, -266.0368, 5.3172)","(640.1465, -256.9073, 6.9386)","(636.0992, -261.472, 6.1279)","1","(0.00068, -1e-05, -0.00026)","(0.0, 0.0, 0.0)","(1.0, 1.0, 1.0)"
"AP-0097","prop_cone001_garages_MELBOURNE_0","prop_cone001_garages_MELBOURNE_0","Cone_Traffic_A","trackside_prop","(0.8551, 0.8499, 1.03)","161","124","['garages_MELBOURNE']","unique","yes","keep","approved","Cone_Traffic_A.glb","Approved canonical cone. Geometry/origin/orientation approved after user-corrected review orientation was baked into mesh. Directionless upright prop: no -Y forward semantic assigned. Generated materials ConePaint_OrangeRed/ConeRubber_Dark/ConeStripe_OffWhite approved for now; no source atlas dependency. AP-0098 through AP-0101 rejected as scaled/placed duplicates.","(709.6457, -218.0778, -0.8659)","(710.5008, -217.228, 0.1641)","(710.0732, -217.6529, -0.3509)","1","(-0.0033, -3e-05, -0.00064)","(0.0, 0.0, 0.0)","(1.0, 1.0, 1.0)"
"AP-0098","prop_cone002_garages_MELBOURNE_0","prop_cone002_garages_MELBOURNE_0","Prop_Cone_02","pit","(0.8933, 0.8885, 1.0311)","161","124","['garages_MELBOURNE']","unique","duplicate","skip","duplicate_rejected","","Rejected duplicate. Shares the same normalized cone topology and material dependency as approved AP-0097 Cone_Traffic_A; differences are scale/placement only, so it is unnecessary for the reusable asset library.","(712.3853, -216.6137, -0.8109)","(713.2786, -215.7253, 0.2202)","(712.832, -216.1695, -0.2954)","1","(0.0004, -0.00025, 0.00242)","(0.0, 0.0, 0.0)","(1.0, 1.0, 1.0)"
"AP-0099","prop_cone003_garages_MELBOURNE_0","prop_cone003_garages_MELBOURNE_0","Prop_Cone_03","pit","(0.9767, 0.9847, 1.0333)","161","124","['garages_MELBOURNE']","unique","duplicate","skip","duplicate_rejected","","Rejected duplicate. Shares the same normalized cone topology and material dependency as approved AP-0097 Cone_Traffic_A; differences are scale/placement only, so it is unnecessary for the reusable asset library.","(715.2193, -215.1146, -0.7675)","(716.196, -214.1299, 0.2657)","(715.7076, -214.6223, -0.2509)","1","(0.00331, 0.00034, 0.00139)","(0.0, 0.0, 0.0)","(1.0, 1.0, 1.0)"
"AP-0100","prop_cone004_garages_MELBOURNE_0","prop_cone004_garages_MELBOURNE_0","Prop_Cone_04","pit","(0.8868, 0.886, 1.0245)","161","124","['garages_MELBOURNE']","unique","duplicate","skip","duplicate_rejected","","Rejected duplicate. Shares the same normalized cone topology and material dependency as approved AP-0097 Cone_Traffic_A; differences are scale/placement only, so it is unnecessary for the reusable asset library.","(718.0289, -213.5626, -0.7287)","(718.9158, -212.6766, 0.2958)","(718.4724, -213.1196, -0.2165)","1","(-0.00169, 0.0001, 0.0012)","(0.0, 0.0, 0.0)","(1.0, 1.0, 1.0)"
"AP-0101","prop_cone005_garages_MELBOURNE_0","prop_cone005_garages_MELBOURNE_0","Prop_Cone_05","pit","(0.9193, 0.915, 1.0224)","161","124","['garages_MELBOURNE']","unique","duplicate","skip","duplicate_rejected","","Rejected duplicate. Shares the same normalized cone topology and material dependency as approved AP-0097 Cone_Traffic_A; differences are scale/placement only, so it is unnecessary for the reusable asset library.","(720.2834, -212.2847, -0.7187)","(721.2026, -211.3698, 0.3037)","(720.743, -211.8273, -0.2075)","1","(0.00013, -0.00053, 0.00063)","(0.0, 0.0, 0.0)","(1.0, 1.0, 1.0)"
"AP-0102","prop_lamp_emissive005_garages_MELBOURNE_0","prop_lamp_emissive005_garages_MELBOURNE_0","Pit_prop_lamp_emissive005_0_A","pit","(855.6512, 639.1959, 2.5327)","164","98","['garages_MELBOURNE']","unique","review","review","not_started","","","(-99.3441, -348.7079, 8.0168)","(756.3071, 290.4879, 10.5495)","(328.4815, -29.11, 9.2831)","1","(-9e-05, -0.00131, -0.00109)","(0.0, 0.0, 0.0)","(1.0, 1.0, 1.0)"
"AP-0103","prop_lamp_post005_garages_MELBOURNE_0","prop_lamp_post005_garages_MELBOURNE_0","Light_LampPost_Single_07","pit","(858.8984, 642.3016, 13.4503)","8687","8424","['garages_MELBOURNE']","unique","review","review","not_started","","","(-101.7584, -348.8059, -2.7793)","(757.14, 293.4958, 10.671)","(327.6908, -27.655, 3.9459)","1","(0.00013, 0.00086, 0.00087)","(0.0, 0.0, 0.0)","(1.0, 1.0, 1.0)"
"AP-0104","prop_pitwall001_garages_MELBOURNE_0","prop_pitwall001_garages_MELBOURNE_0","PitWall_A","barrier","(4.272, 2.8137, 2.3418)","1813","1496","['garages_MELBOURNE']","probable-duplicate","yes","keep","not_started","PitWall_A.glb","probable-duplicate","(401.6635, -265.4733, -1.5897)","(405.9355, -262.6596, 0.7521)","(403.7995, -264.0665, -0.4188)","1","(0.00039, 0.00013, -0.00014)","(0.0, 0.0, 0.0)","(1.0, 1.0, 1.0)"
"AP-0105","prop_pitwall002_garages_MELBOURNE_0","prop_pitwall002_garages_MELBOURNE_0","PitWall_02","barrier","(4.272, 2.8137, 2.3418)","1813","1496","['garages_MELBOURNE']","probable-duplicate","yes","keep","not_started","PitWall_02.glb","probable-duplicate","(397.2003, -263.8009, -1.5858)","(401.4723, -260.9872, 0.756)","(399.3362, -262.394, -0.4149)","1","(0.00223, 3e-05, 1e-05)","(0.0, 0.0, 0.0)","(1.0, 1.0, 1.0)"
"AP-0106","prop_pitwall003_garages_MELBOURNE_0","prop_pitwall003_garages_MELBOURNE_0","PitWall_03","barrier","(4.272, 2.8137, 2.3418)","1813","1496","['garages_MELBOURNE']","probable-duplicate","yes","keep","not_started","PitWall_03.glb","probable-duplicate","(392.7372, -262.1284, -1.5818)","(397.0092, -259.3147, 0.7599)","(394.8732, -260.7216, -0.411)","1","(-0.00106, 4e-05, 0.00016)","(0.0, 0.0, 0.0)","(1.0, 1.0, 1.0)"
"AP-0107","prop_pitwall004_garages_MELBOURNE_0","prop_pitwall004_garages_MELBOURNE_0","PitWall_04","barrier","(4.272, 2.8137, 2.3418)","1813","1496","['garages_MELBOURNE']","probable-duplicate","yes","keep","not_started","PitWall_04.glb","probable-duplicate","(388.274, -260.4559, -1.5779)","(392.546, -257.6422, 0.7638)","(390.41, -259.0491, -0.4071)","1","(0.00175, 0.00019, -0.00018)","(0.0, 0.0, 0.0)","(1.0, 1.0, 1.0)"
"AP-0108","prop_pitwall005_garages_MELBOURNE_0","prop_pitwall005_garages_MELBOURNE_0","PitWall_05","barrier","(4.272, 2.8137, 2.3418)","1813","1496","['garages_MELBOURNE']","probable-duplicate","yes","keep","not_started","PitWall_05.glb","probable-duplicate","(383.8112, -258.7835, -1.574)","(388.0832, -255.9698, 0.7678)","(385.9472, -257.3766, -0.4031)","1","(0.00041, -7e-05, 0.00045)","(0.0, 0.0, 0.0)","(1.0, 1.0, 1.0)"
"AP-0109","prop_pitwall006_garages_MELBOURNE_0","prop_pitwall006_garages_MELBOURNE_0","PitWall_06","barrier","(4.272, 2.8137, 2.3418)","1813","1496","['garages_MELBOURNE']","probable-duplicate","yes","keep","not_started","PitWall_06.glb","probable-duplicate","(379.3483, -257.1111, -1.5701)","(383.6203, -254.2974, 0.7717)","(381.4843, -255.7043, -0.3992)","1","(-0.00068, -1e-05, 0.0006)","(0.0, 0.0, 0.0)","(1.0, 1.0, 1.0)"
"AP-0110","prop_pitwall007_garages_MELBOURNE_0","prop_pitwall007_garages_MELBOURNE_0","PitWall_07","barrier","(4.272, 2.8137, 2.3418)","1813","1496","['garages_MELBOURNE']","probable-duplicate","yes","keep","not_started","PitWall_07.glb","probable-duplicate","(374.8853, -255.4387, -1.5662)","(379.1573, -252.625, 0.7756)","(377.0213, -254.0318, -0.3953)","1","(-0.00031, -9e-05, -0.00022)","(0.0, 0.0, 0.0)","(1.0, 1.0, 1.0)"
